date,max_temp,month,holiday,weekend,n_rides
2017-10-22,77.0,October,False,True,350
2017-10-23,67.0,October,False,False,70
2017-10-24,59.0,October,False,False,179
2017-10-25,45.0,October,False,False,130
2017-10-26,53.0,October,False,False,164
2017-10-27,71.0,October,False,False,262
2017-10-28,57.0,October,False,True,42
2017-10-29,43.0,October,False,True,37
2017-10-30,46.0,October,False,False,129
2017-10-31,45.0,October,False,False,134
2017-11-01,48.0,November,False,False,63
2017-11-02,68.0,November,False,False,172
2017-11-03,64.0,November,False,False,148
2017-11-04,61.0,November,False,True,202
2017-11-05,70.0,November,False,True,94
2017-11-06,60.0,November,False,False,106
2017-11-07,39.0,November,False,False,76
2017-11-08,50.0,November,False,False,98
2017-11-09,53.0,November,False,False,155
2017-11-10,41.0,November,True,False,73
2017-11-11,37.0,November,False,True,93
2017-11-12,46.0,November,False,True,79
2017-11-13,45.0,November,False,False,114
2017-11-14,44.0,November,False,False,115
2017-11-15,47.0,November,False,False,99
2017-11-16,48.0,November,False,False,107
2017-11-17,43.0,November,False,False,145
2017-11-18,61.0,November,False,True,27
2017-11-19,47.0,November,False,True,30
2017-11-20,43.0,November,False,False,108
2017-11-21,56.0,November,False,False,122
2017-11-22,47.0,November,False,False,53
2017-11-23,40.0,November,True,False,22
2017-11-24,53.0,November,False,False,80
2017-11-25,56.0,November,False,True,108
2017-11-26,44.0,November,False,True,60
2017-11-27,52.0,November,False,False,120
2017-11-28,64.0,November,False,False,169
2017-11-29,55.0,November,False,False,129
2017-11-30,62.0,November,False,False,88
2017-12-01,48.0,December,False,False,116
2017-12-02,46.0,December,False,True,79
2017-12-03,55.0,December,False,True,92
2017-12-04,59.0,December,False,False,116
2017-12-05,56.0,December,False,False,63
2017-12-06,44.0,December,False,False,115
2017-12-07,37.0,December,False,False,85
2017-12-08,30.0,December,False,False,67
2017-12-09,37.0,December,False,True,44
2017-12-10,33.0,December,False,True,50
2017-12-11,39.0,December,False,False,71
2017-12-12,43.0,December,False,False,34
2017-12-13,26.0,December,False,False,42
2017-12-14,33.0,December,False,False,50
2017-12-15,29.0,December,False,False,46
2017-12-16,44.0,December,False,True,50
2017-12-17,42.0,December,False,True,54
2017-12-18,45.0,December,False,False,57
2017-12-19,55.0,December,False,False,96
2017-12-20,45.0,December,False,False,68
2017-12-21,42.0,December,False,False,83
2017-12-22,57.0,December,False,False,75
2017-12-23,55.0,December,False,True,15
2017-12-24,37.0,December,False,True,15
2017-12-25,32.0,December,True,False,7
2017-12-26,19.0,December,False,False,17
2017-12-27,15.0,December,False,False,18
2017-12-28,15.0,December,False,False,24
2017-12-29,19.0,December,False,False,27
2017-12-30,18.0,December,False,True,3
2017-12-31,14.0,December,False,True,9
